id,species,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120
111,STUPIFY,-0.019633613,-0.020748094,-0.021896129,-0.023034286,-0.02418288,-0.025455312,-0.026975693,-0.028726508,-0.030462231,-0.031643847,-0.03132443,-0.02840849,-0.022655686,-0.015509136,-0.009401263,-0.006033611,-0.005436526,-0.006458355,-0.007801781,-0.008636063,-0.00859775,-0.007579306,-0.005720635,-0.003525784,-0.001695485,-0.000674323,-0.000386266,-0.00040602,-0.000319838,5.46E-05,0.000670355,0.001376859,0.002054361,0.002677011,0.003289459,0.003941909,0.004641275,0.005345045,0.005990606,0.006534729,-0.007584867,-0.007286101,-0.007452647,-0.008204833,-0.00917667,-0.009637475,-0.009046106,-0.007738775,-0.007220108,-0.009722182,-0.017143883,-0.029811344,-0.045793255,-0.06161033,-0.074151349,-0.08218412,-0.086203458,-0.087007963,-0.084338034,-0.076681759,-0.062479793,-0.041960389,-0.018155724,0.004070444,0.020497233,0.029534244,0.032395993,0.031828121,0.030467122,0.029744542,0.029754984,0.029884348,0.029586732,0.02878092,0.02775502,0.026830575,0.026113349,0.025487423,0.024782605,0.023936513,0.02780406,0.028103083,0.027762071,0.026810543,0.025774618,0.025351486,0.025727509,0.025972979,0.024040296,0.017656149,0.005839051,-0.009919782,-0.025986793,-0.038555931,-0.045663919,-0.047703581,-0.046694528,-0.045225321,-0.045397081,-0.047955479,-0.05192068,-0.055009211,-0.05497928,-0.051197739,-0.044990482,-0.038445998,-0.03303822,-0.029196394,-0.026627306,-0.024778283,-0.023176411,-0.021587745,-0.019985532,-0.018419704,-0.016917512,-0.015459384,-0.014000405,-0.012499721,-0.01093678,-0.009312914
112,STUPIFY,0.005235272,0.005010943,0.004713296,0.004346635,0.003923087,0.003453142,0.00293303,0.002337061,0.00162367,0.000757221,-0.000267629,-0.001418262,-0.002641112,-0.003901538,-0.005229237,-0.006718242,-0.008452774,-0.010422614,-0.012461411,-0.014106618,-0.014467473,-0.01257391,-0.008290998,-0.002846715,0.001843649,0.004403062,0.004570151,0.002882638,8.73E-05,-0.003112034,-0.005884105,-0.007175715,-0.006233321,-0.003383293,-6.74E-06,0.002471088,0.003504578,0.003458509,0.003019911,0.002661462,-0.004691979,-0.004928348,-0.004988983,-0.00490102,-0.004790344,-0.004801782,-0.004988597,-0.005250549,-0.005390228,-0.005279131,-0.00501792,-0.00493281,-0.00534094,-0.006207727,-0.006983737,-0.006890603,-0.005627934,-0.004053236,-0.004254318,-0.008786159,-0.019354968,-0.035564733,-0.054583771,-0.072350901,-0.085658707,-0.093466756,-0.096551211,-0.096005556,-0.091806468,-0.082513346,-0.066416612,-0.043495143,-0.016751516,0.00853399,0.027436334,0.037763962,0.040533272,0.038789081,0.035839586,0.033841704,0.026288425,0.026618926,0.02708613,0.027607142,0.028052268,0.02833542,0.028488293,0.028651666,0.028968548,0.029445518,0.029896497,0.03004766,0.029767597,0.029252051,0.028955649,0.029226407,0.029857855,0.029871348,0.027747589,0.02217298,0.01304252,0.001969032,-0.00843219,-0.016089823,-0.020427611,-0.022094196,-0.022260164,-0.022206782,-0.023109789,-0.0256787,-0.029598568,-0.033274341,-0.034636576,-0.032734052,-0.028490039,-0.023807341,-0.020207895,-0.018278541,-0.01784132,-0.018274368
113,EXPELLARMUS,-0.010150465,-0.011676532,-0.013295462,-0.014918852,-0.016498802,-0.018123176,-0.020005402,-0.022364256,-0.025286991,-0.028553693,-0.03141841,-0.032744563,-0.031835341,-0.029271832,-0.026624945,-0.025223312,-0.025350656,-0.02653818,-0.0282807,-0.030318848,-0.032441503,-0.034232254,-0.034871556,-0.033070214,-0.027729697,-0.019336688,-0.010420945,-0.00392277,-0.001087325,-0.001032323,-0.001925429,-0.002323301,-0.00176595,-0.000622882,0.000468533,0.001145499,0.00149603,0.001854787,0.002487088,0.003416099,-0.067890005,-0.068853037,-0.069128124,-0.068796443,-0.068597246,-0.06950343,-0.071806596,-0.074296447,-0.07425059,-0.068546069,-0.055474983,-0.036205177,-0.014710785,0.004125548,0.016938638,0.023051443,0.02400218,0.022304791,0.020264975,0.019250583,0.019592695,0.02097298,0.02282565,0.024465199,0.025211189,0.024785637,0.023584027,0.022348172,0.021589008,0.021382236,0.021560535,0.021942935,0.02242305,0.022955052,0.023498644,0.023979677,0.02431127,0.024452324,0.0244396,0.024363997,-0.003740308,-0.00416669,-0.004472701,-0.004496166,-0.004273094,-0.004151392,-0.004632169,-0.005951183,-0.007670092,-0.008597993,-0.007195264,-0.002415471,0.00537409,0.014160118,0.021228073,0.024702567,0.024568468,0.022553915,0.020978396,0.021181816,0.022403071,0.021858381,0.016227677,0.003912091,-0.013332118,-0.030881415,-0.043906696,-0.050013096,-0.049861163,-0.046062084,-0.041520995,-0.038045496,-0.035846677,-0.034086743,-0.031879805,-0.028958048,-0.025683073,-0.022617394,-0.020080424,-0.017997627
114,EXPELLARMUS,-0.024754525,-0.02643441,-0.028427092,-0.030684107,-0.032934883,-0.034599015,-0.034765271,-0.032664055,-0.028543268,-0.023911522,-0.020562262,-0.019345962,-0.019929808,-0.02148493,-0.023342926,-0.025128686,-0.026629511,-0.027559254,-0.027150347,-0.024158771,-0.01802099,-0.010144577,-0.003307333,0.000500099,0.001342566,0.000714792,0.000176196,0.00049658,0.001565133,0.002798694,0.003695623,0.004160953,0.004441227,0.004839629,0.005483136,0.006279857,0.007039872,0.007635154,0.008073344,0.008450911,-0.064390939,-0.066180129,-0.068829473,-0.070530422,-0.068450635,-0.060138132,-0.045193805,-0.026032047,-0.006900887,0.008290034,0.017650312,0.021503349,0.021583397,0.020052712,0.018705601,0.018566429,0.019976136,0.02283845,0.026580393,0.030027978,0.031870511,0.031601094,0.029844784,0.027695957,0.025964741,0.024993239,0.024796357,0.025177636,0.025815201,0.026375331,0.026611388,0.026413716,0.025812448,0.024934628,0.023933338,0.022927949,0.021981661,0.021114047,0.020328414,0.019629151,0.008282304,0.008065265,0.006986153,0.005575848,0.00518099,0.007484156,0.013648849,0.023413804,0.034734886,0.044557382,0.050428341,0.051832402,0.05038882,0.048815544,0.049191891,0.051452393,0.053025975,0.050007715,0.039420635,0.021419574,-7.06E-05,-0.019274278,-0.031829545,-0.036714705,-0.035876745,-0.032566721,-0.029516499,-0.027831593,-0.027089936,-0.026310009,-0.024915303,-0.023069006,-0.021367755,-0.020298362,-0.019896794,-0.019796173,-0.019533824,-0.018843158,-0.017744327,-0.016435278
116,EXPELLARMUS,-0.030289131,-0.031442039,-0.031919179,-0.031049937,-0.028452843,-0.02460978,-0.020774871,-0.01812593,-0.017027762,-0.017079042,-0.01768905,-0.018513673,-0.019432955,-0.020282011,-0.020642861,-0.019753283,-0.016642784,-0.010809991,-0.003114277,0.004312075,0.009458436,0.01174036,0.011986862,0.011493069,0.011183521,0.011339563,0.011761987,0.01212243,0.012258455,0.012239028,0.012231302,0.01233913,0.012539669,0.012728855,0.012812133,0.012765606,0.012632636,0.012476568,0.012336087,0.012213851,-0.065837044,-0.063639584,-0.055670494,-0.042023987,-0.025225667,-0.009123393,0.003024587,0.009880176,0.012106447,0.011565291,0.010275607,0.00962123,0.010093023,0.011537261,0.013560951,0.015715325,0.017447914,0.01819405,0.017768619,0.016613307,0.01548454,0.014899696,0.014915835,0.015310817,0.015844334,0.016386183,0.016912309,0.017429727,0.017903899,0.018252083,0.018395722,0.018310654,0.018034595,0.017638794,0.017192218,0.01674107,0.016308963,0.01590692,0.015538957,0.015198952,0.01650496,0.016154823,0.016771717,0.019097078,0.023280514,0.028499938,0.033267957,0.036285281,0.037164696,0.036601192,0.035969007,0.036476327,0.03819609,0.039543603,0.037730364,0.030222249,0.016507742,-0.001006006,-0.017905572,-0.03009571,-0.03578494,-0.035860521,-0.032882619,-0.029542998,-0.027403353,-0.026535708,-0.02609884,-0.025255333,-0.023754562,-0.021928279,-0.020299181,-0.01918054,-0.018531032,-0.018077706,-0.017537348,-0.016760908,-0.015742294,-0.014545772,-0.013238335,-0.011871646
117,EXPELLARMUS,-0.012596769,-0.014208624,-0.015836337,-0.017453622,-0.019134261,-0.021013194,-0.023160666,-0.025459554,-0.027535152,-0.028734288,-0.028306212,-0.025947094,-0.022335062,-0.018939774,-0.017089881,-0.017174463,-0.018681538,-0.020878067,-0.023390651,-0.026197283,-0.029225991,-0.032001675,-0.03340644,-0.031718053,-0.025648637,-0.016080557,-0.006252027,0.000551932,0.003337673,0.003459596,0.003011926,0.003365413,0.004686438,0.006291116,0.007397045,0.007729932,0.007596453,0.007517835,0.007823532,0.008492385,-0.046993156,-0.047258061,-0.046943876,-0.046431881,-0.046480963,-0.047569064,-0.049109911,-0.049152813,-0.04498861,-0.0345426,-0.017827039,0.002560794,0.022473672,0.03819457,0.047943299,0.052069545,0.05228193,0.050674716,0.048988216,0.048230883,0.048694476,0.050201196,0.052189387,0.053572988,0.053024154,0.050002803,0.045438116,0.041003478,0.037812938,0.035934811,0.034811851,0.033848662,0.032735469,0.031483711,0.030247051,0.029094579,0.027931931,0.026594221,0.024982355,0.02313125,0.026606483,0.026940043,0.027421638,0.028121587,0.028891906,0.029383965,0.029267642,0.028528423,0.027649194,0.027576442,0.029408632,0.033762476,0.040108411,0.046731709,0.051591396,0.053511592,0.052883422,0.051434871,0.051110196,0.052570986,0.054190271,0.052358274,0.043315878,0.025762313,0.002571512,-0.020196541,-0.036816269,-0.044935896,-0.04589458,-0.043101688,-0.039967935,-0.038309824,-0.037964207,-0.037677262,-0.036394638,-0.033985886,-0.031119065,-0.028631244,-0.026942702,-0.025895083
118,EXPELLARMUS,-0.017692743,-0.018761544,-0.019853236,-0.020946054,-0.022074873,-0.023311464,-0.024696149,-0.026149436,-0.02735063,-0.027660969,-0.02635441,-0.02321453,-0.018956411,-0.014878445,-0.012000872,-0.010544864,-0.010141663,-0.010385683,-0.011145859,-0.012440463,-0.014138762,-0.015761077,-0.016367113,-0.01467917,-0.009898862,-0.002863846,0.003975996,0.008250338,0.00931139,0.008264559,0.006798464,0.006091905,0.006412858,0.007311786,0.008131966,0.008495279,0.008456823,0.008313228,0.008314121,0.008509045,-0.06133041,-0.061796931,-0.061978312,-0.062446192,-0.06371975,-0.065594537,-0.066681689,-0.064613159,-0.057014818,-0.042845656,-0.023348971,-0.001890483,0.017458625,0.031750865,0.040171839,0.043799891,0.044636885,0.044593122,0.044824114,0.045577227,0.046505663,0.04713508,0.047059896,0.045857382,0.043219748,0.039450296,0.035601276,0.032781286,0.031344914,0.030816859,0.030430773,0.029651905,0.028375664,0.026850939,0.025440231,0.02436412,0.023596284,0.022947694,0.022229681,0.021366059,0.009215676,0.009283097,0.009420889,0.009632288,0.00982246,0.009845009,0.009621749,0.009223753,0.00890027,0.009119256,0.01048289,0.013311995,0.017170099,0.020944324,0.023570122,0.024785474,0.025344286,0.026573014,0.029458742,0.03366634,0.037074261,0.036360788,0.028658897,0.013521565,-0.006109938,-0.025032374,-0.03854614,-0.044704247,-0.044589593,-0.041109838,-0.037311141,-0.034976233,-0.034176383,-0.033899814,-0.033107828,-0.031420891,-0.029138349,-0.026820236,-0.024840801,-0.023208158
119,EXPELLARMUS,-0.021615445,-0.024257491,-0.026920204,-0.029715561,-0.032843906,-0.036391697,-0.040195259,-0.043918801,-0.047004158,-0.048393485,-0.046863653,-0.042324175,-0.036530683,-0.031889677,-0.029695255,-0.029778271,-0.031383377,-0.03384131,-0.036606825,-0.039084731,-0.040225719,-0.038216001,-0.031581072,-0.021354564,-0.011211668,-0.00460569,-0.002267689,-0.002508421,-0.003093132,-0.002649986,-0.00103475,0.001046154,0.002776996,0.003828829,0.004425326,0.005002449,0.005851784,0.006979923,0.008187321,0.009251864,-0.07236179,-0.072487295,-0.072253392,-0.073110724,-0.076241701,-0.08121355,-0.085247366,-0.083845262,-0.072864665,-0.051168886,-0.022162374,0.00740903,0.031042045,0.045575267,0.0517041,0.052620243,0.052086965,0.052645526,0.054744274,0.057159847,0.057972969,0.055401583,0.04877323,0.039427075,0.030176183,0.02337093,0.019573613,0.017875797,0.017030523,0.016302644,0.015652931,0.015404939,0.015749669,0.016485227,0.017153072,0.017376726,0.017097885,0.016564218,0.016126445,0.016008528,0.022799085,0.022605123,0.023038089,0.023741153,0.023734654,0.021907298,0.017718333,0.011695589,0.005573924,0.001852636,0.002432984,0.006981968,0.012855145,0.017139803,0.018875173,0.019453828,0.021091836,0.024627349,0.028140971,0.027424372,0.018406062,0.000325958,-0.022620835,-0.043230673,-0.055817555,-0.059141964,-0.055841355,-0.050156472,-0.045640234,-0.043661114,-0.043386027,-0.043068439,-0.041498107,-0.038625842,-0.035250388,-0.03226476,-0.030058316,-0.028414074,-0.026830309,-0.024931078
120,EXPELLARMUS,-0.037561593,-0.040266675,-0.04293533,-0.045396128,-0.047225034,-0.047771184,-0.046668532,-0.044389795,-0.0421336,-0.041127032,-0.041999,-0.044556761,-0.047936051,-0.050902818,-0.051858794,-0.04876834,-0.040309087,-0.028005706,-0.016208982,-0.00884929,-0.006605076,-0.007300309,-0.008214942,-0.00780941,-0.006058393,-0.00389019,-0.002287614,-0.001588379,-0.001416369,-0.001138515,-0.000361655,0.000877874,0.002257309,0.003462422,0.004402612,0.005216608,0.00611775,0.007228128,0.008515027,0.009843095,-0.065091765,-0.066664334,-0.065546115,-0.059010115,-0.045597819,-0.026307044,-0.004511585,0.015511223,0.030490775,0.039348038,0.043213412,0.044457586,0.045305107,0.046795435,0.048456792,0.048669354,0.045863866,0.040165102,0.03377975,0.029331211,0.027935416,0.028858229,0.030539443,0.031727062,0.031985804,0.031585997,0.031035004,0.030622279,0.030295431,0.029849422,0.029163157,0.02828325,0.027344725,0.026438035,0.025543523,0.024576511,0.023485346,0.022310101,0.021158252,0.020126849,0.035854284,0.035020418,0.033707661,0.032768124,0.033118912,0.035148717,0.038311064,0.041419666,0.043656563,0.045369596,0.047642167,0.050748048,0.052767636,0.049718258,0.037609766,0.015519411,-0.012444693,-0.03868563,-0.05666913,-0.064230765,-0.063351812,-0.058186109,-0.05289103,-0.049788555,-0.048776995,-0.048322908,-0.047024264,-0.044525603,-0.041429395,-0.038605179,-0.036516681,-0.035009984,-0.033587644,-0.03184156,-0.0296995,-0.027374492,-0.025137141,-0.023113287,-0.021238528,-0.019357704
121,EXPELLARMUS,-0.027430347,-0.027953324,-0.027298515,-0.025458528,-0.023083307,-0.021081508,-0.019979905,-0.019754794,-0.020192125,-0.021176762,-0.022602551,-0.024197856,-0.025412621,-0.025246774,-0.02246598,-0.016721547,-0.009530627,-0.003467227,-0.00018239,0.000545992,9.77E-05,-0.00020408,0.000217743,0.001173721,0.002119582,0.002660481,0.002794365,0.002797701,0.00295584,0.003374629,0.003965616,0.00456222,0.005054959,0.005447569,0.005818138,0.006241589,0.006736684,0.007263071,0.007755668,0.008166079,-0.062343229,-0.049237718,-0.032078708,-0.01414782,0.001163749,0.011752,0.01726839,0.018787567,0.018145507,0.017200509,0.01724928,0.018800139,0.021566856,0.024503221,0.026160922,0.02560418,0.023183086,0.020245794,0.018108924,0.017359961,0.017869013,0.019140754,0.020637562,0.021964177,0.022915492,0.0234298,0.023523508,0.023255283,0.02271519,0.022017601,0.02128365,0.020612036,0.020052844,0.019602457,0.019222839,0.018871864,0.018526339,0.018185597,0.017856359,0.017532876,0.037909793,0.040349581,0.045169957,0.051485049,0.057322657,0.060769661,0.061250223,0.059929548,0.058867987,0.05940329,0.060802898,0.060150274,0.053756273,0.039475744,0.018606882,-0.004112133,-0.022941039,-0.034308001,-0.038179035,-0.03714542,-0.034496356,-0.032500041,-0.031679955,-0.031293554,-0.03042523,-0.028795599,-0.026832898,-0.025195671,-0.024241331,-0.023828632,-0.023512088,-0.022898052,-0.021879417,-0.020626122,-0.019404369,-0.018385519,-0.017565604,-0.016813839,-0.015985071,-0.015012129
122,EXPELLARMUS,-0.011320035,-0.01245449,-0.013630635,-0.014888143,-0.016269455,-0.017774174,-0.019320554,-0.020703712,-0.021549687,-0.021384879,-0.019930726,-0.017431754,-0.014644636,-0.01244717,-0.011429289,-0.011735523,-0.013108908,-0.015011994,-0.016746314,-0.017501419,-0.016460152,-0.013244756,-0.00848902,-0.003732485,-0.000437143,0.000939256,0.000977476,0.000640565,0.000617949,0.001059488,0.00169785,0.002174355,0.002319656,0.002218204,0.002079611,0.002067757,0.002213949,0.002442631,0.002657378,0.002810755,-0.056876185,-0.057499932,-0.058111274,-0.059148546,-0.060694263,-0.062041696,-0.061649929,-0.057682351,-0.048948356,-0.035735767,-0.019976314,-0.004532585,0.008013698,0.016336101,0.020599707,0.02199042,0.021928499,0.02142685,0.020862545,0.020113135,0.018865297,0.016972001,0.014704299,0.012658105,0.011340354,0.01084339,0.010910624,0.011248269,0.011747882,0.012472211,0.013492006,0.01473777,0.015982897,0.016963558,0.017533309,0.017733241,0.017737603,0.017728851,0.017794162,0.017905112,0.034906247,0.036064672,0.037350097,0.038699013,0.039896084,0.040641016,0.040682049,0.039928009,0.038477004,0.036560329,0.034435671,0.032308866,0.030384892,0.02901368,0.02868985,0.029702635,0.03157902,0.032779248,0.031070757,0.024606804,0.013180359,-0.001229239,-0.015241649,-0.025803854,-0.031592943,-0.033237455,-0.032547444,-0.031390028,-0.030817636,-0.030860232,-0.030954158,-0.030569167,-0.029581761,-0.028248505,-0.026931333,-0.025834004,-0.02492354,-0.024033314,-0.023019634,-0.021848321
123,EXPELLARMUS,-0.018030224,-0.019665892,-0.021430352,-0.023329945,-0.02537279,-0.02755072,-0.029824741,-0.032093897,-0.034056779,-0.035079215,-0.03445488,-0.032077362,-0.028801384,-0.025958105,-0.02453885,-0.024826416,-0.026496634,-0.028838316,-0.030971003,-0.031911902,-0.030481596,-0.025751762,-0.018262127,-0.010407924,-0.004831343,-0.002481056,-0.002412717,-0.00301193,-0.003108504,-0.002340301,-0.00099659,0.000394416,0.001488392,0.002283823,0.002981776,0.003757545,0.004636465,0.005518923,0.006291161,0.006919071,-0.058711747,-0.058662594,-0.05843024,-0.058723899,-0.06005038,-0.061898129,-0.062324016,-0.058452054,-0.047852204,-0.030099136,-0.007498921,0.015669114,0.035066059,0.048147294,0.054893516,0.05724513,0.057728666,0.058082431,0.05863222,0.058558013,0.056661859,0.052320833,0.046248264,0.040301542,0.036227649,0.034524315,0.034428807,0.034769051,0.034775472,0.034324441,0.033687557,0.033125999,0.032646206,0.032042274,0.031107493,0.029802165,0.02826268,0.026686094,0.025201222,0.023817682,0.015800521,0.015667505,0.015949627,0.016494636,0.01685062,0.016508156,0.015278712,0.013568247,0.012304185,0.012432969,0.014229946,0.016983482,0.019491649,0.021076843,0.022196374,0.023983162,0.026954868,0.029855593,0.029638567,0.022980999,0.008663156,-0.010815157,-0.03001465,-0.043594664,-0.049120429,-0.047629149,-0.042367001,-0.036865078,-0.033258443,-0.031689455,-0.030999289,-0.029962987,-0.028113354,-0.025771697,-0.023544264,-0.02179358,-0.020449653,-0.019186332,-0.017725628,-0.01601699
124,REPARO,0.018630553,0.018574768,0.018463969,0.018260533,0.017900949,0.017295507,0.016336864,0.014917132,0.012949593,0.010388734,0.007242187,0.003570509,-0.000524875,-0.004919994,-0.009483306,-0.014078002,-0.018548496,-0.022697361,-0.026265017,-0.028924894,-0.030307085,-0.030066035,-0.027998095,-0.024175765,-0.019019174,-0.01323199,-0.00760937,-0.002812545,0.00078006,0.003088023,0.004221402,0.00431926,0.003442354,0.001609331,-0.001044036,-0.004135022,-0.00709376,-0.009407204,-0.010854769,-0.011544327,-0.006714589,-0.005892636,-0.005059297,-0.004229526,-0.003440725,-0.002764279,-0.002317375,-0.002273417,-0.002868643,-0.004400898,-0.007214595,-0.011665282,-0.018059543,-0.026571096,-0.03714133,-0.049381543,-0.062504938,-0.07532661,-0.086369829,-0.094093719,-0.097208797,-0.094992635,-0.08748797,-0.075482846,-0.060248627,-0.043130607,-0.025178133,-0.006988395,0.011176906,0.029079379,0.046161905,0.06135699,0.073162133,0.079981291,0.08062744,0.074831649,0.0635686,0.048987299,0.033859411,0.020750782,-0.017190223,-0.017492569,-0.017811695,-0.018166899,-0.018585029,-0.019089995,-0.019691496,-0.020378072,-0.021115486,-0.021845134,-0.022473148,-0.022843438,-0.022697815,-0.021639462,-0.019124878,-0.014508143,-0.007148741,0.003426999,0.017346004,0.034246109,0.053230177,0.072953627,0.091843177,0.108397862,0.12147489,0.130442774,0.135137447,0.135668172,0.132199266,0.124822088,0.113563117,0.098509455,0.079996312,0.058788882,0.036189203,0.013985525,-0.005834938,-0.021580462,-0.032333936,-0.03813599
125,REPARO,0.01671732,0.016305377,0.015717624,0.014812016,0.013396473,0.011252726,0.008169323,0.003984797,-0.001351252,-0.00770573,-0.014719443,-0.021850273,-0.028513207,-0.034245195,-0.038782989,-0.042002903,-0.043790451,-0.04397232,-0.042386146,-0.03903757,-0.034219507,-0.028510262,-0.022666796,-0.017479846,-0.013630035,-0.011543672,-0.0112599,-0.012376922,-0.014163674,-0.015837026,-0.01686166,-0.017083811,-0.016639644,-0.015757439,-0.014616962,-0.013325884,-0.0119596,-0.010590381,-0.009282558,-0.008074669,0.012303929,0.013813696,0.0153765,0.016966402,0.018395648,0.019227072,0.018744587,0.016026021,0.010138793,0.00044067,-0.013079676,-0.029537213,-0.047102894,-0.06327375,-0.075422114,-0.081425786,-0.080136009,-0.071543914,-0.056648254,-0.037114887,-0.014864049,0.008259799,0.030626889,0.050775142,0.067294042,0.078796404,0.084091367,0.082561391,0.074591849,0.061774579,0.046647043,0.03199682,0.02006243,0.012013506,0.007879227,0.006843942,0.007709716,0.009331103,0.010895189,0.012005745,-0.021148897,-0.022168873,-0.0235763,-0.025485005,-0.027927345,-0.03078823,-0.033755156,-0.036300286,-0.0376979,-0.037072133,-0.033483252,-0.026085547,-0.014375618,0.001533465,0.020761303,0.041753856,0.062600018,0.081426983,0.096726448,0.107531948,0.11342705,0.114408942,0.110683802,0.102508192,0.090175015,0.074167051,0.055396766,0.03536413,0.016051802,-0.000503295,-0.012795393,-0.020269699,-0.023352106,-0.023136723,-0.020955841,-0.018023331,-0.015221196,-0.013023818,-0.011535493,-0.010608236
126,REPARO,-0.009031458,-0.008975175,-0.008915185,-0.008845009,-0.008721301,-0.008448623,-0.007875558,-0.006814248,-0.005131302,-0.002918925,-0.000652237,0.000866534,0.000969437,-0.000173865,-0.001200403,-9.8697E-05,0.004345117,0.011291528,0.018281927,0.023054283,0.024860529,0.024421695,0.023113196,0.02211767,0.021881947,0.021987818,0.021455947,0.019393922,0.015646117,0.010925146,0.006261125,0.002300262,-0.000856921,-0.003281713,-0.004927803,-0.005723906,-0.005740782,-0.00519066,-0.004357441,-0.003533413,-0.018985448,-0.018369233,-0.017794567,-0.017229614,-0.016718332,-0.016620129,-0.017778708,-0.021355974,-0.028243882,-0.038294086,-0.049942524,-0.060776951,-0.06885249,-0.073683502,-0.075948192,-0.076137354,-0.073500647,-0.06639989,-0.053670854,-0.035641349,-0.014032529,0.009003216,0.031862143,0.053689735,0.073736291,0.090571864,0.101936553,0.105431219,0.099689729,0.085469287,0.066009796,0.046106157,0.030111445,0.020106085,0.015473698,0.014005153,0.013553161,0.013075258,0.012601037,0.012516183,-0.010198369,-0.01049301,-0.010716771,-0.010831496,-0.011125676,-0.012209779,-0.014660134,-0.018495722,-0.022878071,-0.026271556,-0.026939147,-0.023389848,-0.014482763,0.000628932,0.02215698,0.048807076,0.077250777,0.102988608,0.122126577,0.132509364,0.133826772,0.12732627,0.115298164,0.100220035,0.083835044,0.066693057,0.048458636,0.028823234,0.008489988,-0.010446969,-0.025176039,-0.033583987,-0.035392632,-0.032245954,-0.026885666,-0.022005195,-0.019280749,-0.018954365,-0.020123816,-0.021498871
127,REPARO,-0.000544074,-0.000431033,-0.000329996,-0.000238089,-0.000169083,-0.000160173,-0.000247597,-0.000408119,-0.000520553,-0.000403859,8.81231E-05,0.00098631,0.0022244,0.003788393,0.005768865,0.008070741,0.010227369,0.011894701,0.01334859,0.014978681,0.016409646,0.016630752,0.015133818,0.012683831,0.010685586,0.009812524,0.009470744,0.008597275,0.006850786,0.004940396,0.003704644,0.002996885,0.001838962,-0.000316969,-0.002892636,-0.00481029,-0.005462011,-0.005022022,-0.004131591,-0.003402299,-0.022362361,-0.021651063,-0.020808891,-0.019664629,-0.018230125,-0.016719121,-0.015271872,-0.013634313,-0.011258015,-0.008012546,-0.005048927,-0.004962756,-0.010761614,-0.023979986,-0.043072305,-0.063486161,-0.079827098,-0.088529731,-0.088949184,-0.082490677,-0.070821275,-0.054511811,-0.033127423,-0.006671469,0.022980008,0.051967189,0.075504482,0.089148526,0.090020011,0.078192255,0.057685299,0.035609502,0.018935943,0.01098467,0.010469964,0.013490952,0.016471862,0.01791738,0.018275797,0.018654421,-0.014878677,-0.015367159,-0.015769943,-0.016205421,-0.016746235,-0.017311942,-0.017664774,-0.017669675,-0.017721676,-0.018901492,-0.022453967,-0.028747537,-0.036400307,-0.042227729,-0.042276165,-0.033581147,-0.015522174,0.010077074,0.039644211,0.068751025,0.093245829,0.110330024,0.118964133,0.119469037,0.112740915,0.099618541,0.080694059,0.056687878,0.029334719,0.002142695,-0.020158948,-0.033849249,-0.03834199,-0.036100002,-0.03081925,-0.025712157,-0.022517364,-0.021246735,-0.020809317,-0.020091653
128,REPARO,-0.002358636,-0.002228742,-0.002127386,-0.002082924,-0.002088897,-0.002062007,-0.001840755,-0.001250796,-0.000231577,0.001069315,0.002359852,0.003333603,0.003688854,0.003199323,0.002053977,0.001123205,0.001542529,0.003706161,0.006736883,0.009207201,0.010357652,0.010518046,0.01053001,0.010913409,0.011448158,0.011412719,0.010302985,0.008364528,0.006283115,0.004404284,0.002546113,0.000536343,-0.001393559,-0.002781525,-0.003327999,-0.003106198,-0.002479518,-0.00184656,-0.001423849,-0.001203817,-0.016200676,-0.015284564,-0.014424778,-0.013622565,-0.012894352,-0.012499644,-0.013173972,-0.016129025,-0.022643444,-0.033326572,-0.04745273,-0.062855577,-0.076595041,-0.086069366,-0.089836585,-0.087625444,-0.079732463,-0.066480867,-0.048189091,-0.025532321,0.000117359,0.026744443,0.052102817,0.07395935,0.089942938,0.097629914,0.095488891,0.084251742,0.067410538,0.049911263,0.035741496,0.026320965,0.020781791,0.017466235,0.01522885,0.013741989,0.013044964,0.01304195,0.013372819,0.013606223,-0.023808606,-0.024551787,-0.025274939,-0.025757921,-0.026048646,-0.026646728,-0.028195027,-0.030775071,-0.033403923,-0.034300276,-0.03179808,-0.025112785,-0.014288303,0.000514366,0.019478812,0.042590834,0.068469974,0.093890407,0.114729337,0.127550996,0.130641776,0.124205531,0.109894804,0.089936624,0.066454874,0.041459498,0.01721412,-0.003714366,-0.019079474,-0.027875587,-0.030729606,-0.029443298,-0.026183429,-0.02281667,-0.020476312,-0.019401369,-0.019135077,-0.018981025,-0.018443896,-0.017431293
